alignment	ts	sha	stage	rc
all-runs	2026-09-19T01:55:04Z	7f0f4cc	10-fixture-integrity	0
all-runs	2026-09-19T01:55:04Z	7f0f4cc	20-receipt-freshness	0
all-runs	2026-09-19T01:55:04Z	7f0f4cc	30-no-secrets	0
all-runs	2026-09-19T01:55:05Z	7f0f4cc	40-omp-compact-replay	0
all-runs	2026-09-19T01:55:06Z	7f0f4cc	50-house-gates	0
all-runs	2026-09-19T01:55:09Z	7f0f4cc	60-staged-deletion-lane	0
all-runs	2026-09-19T01:55:09Z	7f0f4cc	70-tests-registry-sync	0
all-runs	2026-09-19T02:00:44Z	7f0f4cc	10-fixture-integrity	0
all-runs	2026-09-19T02:00:44Z	7f0f4cc	20-receipt-freshness	0
all-runs	2026-09-19T02:00:44Z	7f0f4cc	30-no-secrets	0
all-runs	2026-09-19T02:00:45Z	7f0f4cc	40-omp-compact-replay	0
all-runs	2026-09-19T02:00:45Z	7f0f4cc	50-house-gates	0
all-runs	2026-09-19T02:00:48Z	7f0f4cc	60-staged-deletion-lane	0
all-runs	2026-09-19T02:00:48Z	7f0f4cc	70-tests-registry-sync	0
all-runs	2026-09-19T02:06:33Z	7f0f4cc	10-fixture-integrity	0
all-runs	2026-09-19T02:06:33Z	7f0f4cc	20-receipt-freshness	0
all-runs	2026-09-19T02:06:33Z	7f0f4cc	30-no-secrets	0
all-runs	2026-09-19T02:06:34Z	7f0f4cc	40-omp-compact-replay	0
all-runs	2026-09-19T02:06:35Z	7f0f4cc	50-house-gates	0
all-runs	2026-09-19T02:06:38Z	7f0f4cc	60-staged-deletion-lane	0
all-runs	2026-09-19T02:06:38Z	7f0f4cc	70-tests-registry-sync	0
all-runs	2026-09-19T02:06:54Z	7f0f4cc	80-lane-instrument-selftests	0
all-runs	2026-09-19T02:06:54Z	7f0f4cc	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T02:06:54Z	7f0f4cc	95-numerals-ratchet	0
all-runs	2026-09-19T02:06:54Z	7f0f4cc	96-verdict-status-agreement	0
all-runs	2026-09-19T02:06:54Z	7f0f4cc	97-readme-counts	0
all-runs	2026-09-19T02:07:54Z	7f0f4cc	10-fixture-integrity	0
all-runs	2026-09-19T02:07:54Z	7f0f4cc	20-receipt-freshness	0
all-runs	2026-09-19T02:07:54Z	7f0f4cc	30-no-secrets	0
all-runs	2026-09-19T02:07:55Z	7f0f4cc	40-omp-compact-replay	0
all-runs	2026-09-19T02:07:55Z	7f0f4cc	50-house-gates	0
all-runs	2026-09-19T02:07:58Z	7f0f4cc	60-staged-deletion-lane	0
all-runs	2026-09-19T02:07:58Z	7f0f4cc	70-tests-registry-sync	0
all-runs	2026-09-19T02:08:16Z	7f0f4cc	80-lane-instrument-selftests	0
all-runs	2026-09-19T02:08:16Z	7f0f4cc	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T02:08:16Z	7f0f4cc	95-numerals-ratchet	0
all-runs	2026-09-19T02:08:16Z	7f0f4cc	96-verdict-status-agreement	0
all-runs	2026-09-19T02:08:16Z	7f0f4cc	97-readme-counts	0
all-runs	2026-09-19T02:25:36Z	b4375e7	10-fixture-integrity	0
all-runs	2026-09-19T02:25:36Z	b4375e7	20-receipt-freshness	0
all-runs	2026-09-19T02:25:36Z	b4375e7	30-no-secrets	0
all-runs	2026-09-19T02:25:37Z	b4375e7	40-omp-compact-replay	0
all-runs	2026-09-19T02:25:38Z	b4375e7	50-house-gates	0
all-runs	2026-09-19T02:25:41Z	b4375e7	60-staged-deletion-lane	0
all-runs	2026-09-19T02:25:41Z	b4375e7	70-tests-registry-sync	0
all-runs	2026-09-19T02:25:57Z	b4375e7	80-lane-instrument-selftests	0
all-runs	2026-09-19T02:25:57Z	b4375e7	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T02:25:58Z	b4375e7	95-numerals-ratchet	0
all-runs	2026-09-19T02:25:58Z	b4375e7	96-verdict-status-agreement	0
all-runs	2026-09-19T02:25:58Z	b4375e7	97-readme-counts	0
all-runs	2026-09-19T02:43:49Z	1fd02d2	10-fixture-integrity	0
all-runs	2026-09-19T02:43:49Z	1fd02d2	20-receipt-freshness	0
all-runs	2026-09-19T02:43:49Z	1fd02d2	30-no-secrets	0
all-runs	2026-09-19T02:43:50Z	1fd02d2	40-omp-compact-replay	0
all-runs	2026-09-19T02:43:50Z	1fd02d2	50-house-gates	0
all-runs	2026-09-19T02:43:55Z	1fd02d2	60-staged-deletion-lane	0
all-runs	2026-09-19T02:43:55Z	1fd02d2	70-tests-registry-sync	0
all-runs	2026-09-19T02:44:10Z	1fd02d2	80-lane-instrument-selftests	0
all-runs	2026-09-19T02:44:10Z	1fd02d2	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T02:44:10Z	1fd02d2	95-numerals-ratchet	0
all-runs	2026-09-19T02:44:10Z	1fd02d2	96-verdict-status-agreement	0
all-runs	2026-09-19T02:44:10Z	1fd02d2	97-readme-counts	0
all-runs	2026-09-19T02:46:33Z	dfba8c1	10-fixture-integrity	0
all-runs	2026-09-19T02:46:33Z	dfba8c1	20-receipt-freshness	0
all-runs	2026-09-19T02:46:33Z	dfba8c1	30-no-secrets	0
all-runs	2026-09-19T02:46:34Z	dfba8c1	40-omp-compact-replay	0
all-runs	2026-09-19T02:46:34Z	dfba8c1	50-house-gates	0
all-runs	2026-09-19T02:46:37Z	dfba8c1	60-staged-deletion-lane	0
all-runs	2026-09-19T02:46:37Z	dfba8c1	70-tests-registry-sync	0
all-runs	2026-09-19T02:46:53Z	dfba8c1	80-lane-instrument-selftests	0
all-runs	2026-09-19T02:46:53Z	dfba8c1	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T02:46:53Z	dfba8c1	95-numerals-ratchet	0
all-runs	2026-09-19T02:46:53Z	dfba8c1	96-verdict-status-agreement	0
all-runs	2026-09-19T02:46:53Z	dfba8c1	97-readme-counts	0
all-runs	2026-09-19T02:51:08Z	155b76b	10-fixture-integrity	0
all-runs	2026-09-19T02:51:08Z	155b76b	20-receipt-freshness	0
all-runs	2026-09-19T02:51:08Z	155b76b	30-no-secrets	0
all-runs	2026-09-19T02:51:09Z	155b76b	40-omp-compact-replay	0
all-runs	2026-09-19T02:51:09Z	155b76b	50-house-gates	0
all-runs	2026-09-19T02:51:13Z	155b76b	60-staged-deletion-lane	0
all-runs	2026-09-19T02:51:13Z	155b76b	70-tests-registry-sync	0
all-runs	2026-09-19T02:51:28Z	155b76b	80-lane-instrument-selftests	0
all-runs	2026-09-19T02:51:28Z	155b76b	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T02:51:28Z	155b76b	95-numerals-ratchet	0
all-runs	2026-09-19T02:51:28Z	155b76b	96-verdict-status-agreement	0
all-runs	2026-09-19T02:51:28Z	155b76b	97-readme-counts	0
all-runs	2026-09-19T02:53:37Z	d185fdf	10-fixture-integrity	0
all-runs	2026-09-19T02:53:37Z	d185fdf	20-receipt-freshness	0
all-runs	2026-09-19T02:53:37Z	d185fdf	30-no-secrets	0
all-runs	2026-09-19T02:54:08Z	d185fdf	10-fixture-integrity	0
all-runs	2026-09-19T02:54:08Z	d185fdf	20-receipt-freshness	0
all-runs	2026-09-19T02:54:08Z	d185fdf	30-no-secrets	0
all-runs	2026-09-19T02:54:09Z	d185fdf	40-omp-compact-replay	0
all-runs	2026-09-19T02:54:10Z	d185fdf	50-house-gates	0
all-runs	2026-09-19T02:54:12Z	d185fdf	60-staged-deletion-lane	0
all-runs	2026-09-19T02:54:12Z	d185fdf	70-tests-registry-sync	0
all-runs	2026-09-19T02:54:27Z	d185fdf	80-lane-instrument-selftests	0
all-runs	2026-09-19T02:54:27Z	d185fdf	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T02:54:28Z	d185fdf	95-numerals-ratchet	0
all-runs	2026-09-19T02:54:28Z	d185fdf	96-verdict-status-agreement	0
all-runs	2026-09-19T02:54:28Z	d185fdf	97-readme-counts	0
all-runs	2026-09-19T03:01:17Z	d6c65cd	10-fixture-integrity	0
all-runs	2026-09-19T03:01:17Z	d6c65cd	20-receipt-freshness	0
all-runs	2026-09-19T03:01:17Z	d6c65cd	30-no-secrets	0
all-runs	2026-09-19T03:01:18Z	d6c65cd	40-omp-compact-replay	0
all-runs	2026-09-19T03:01:19Z	d6c65cd	50-house-gates	0
all-runs	2026-09-19T03:01:22Z	d6c65cd	60-staged-deletion-lane	0
all-runs	2026-09-19T03:01:22Z	d6c65cd	70-tests-registry-sync	0
all-runs	2026-09-19T03:01:37Z	d6c65cd	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:01:38Z	d6c65cd	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:01:38Z	d6c65cd	95-numerals-ratchet	0
all-runs	2026-09-19T03:01:38Z	d6c65cd	96-verdict-status-agreement	0
all-runs	2026-09-19T03:01:38Z	d6c65cd	97-readme-counts	0
all-runs	2026-09-19T03:04:46Z	4c19790	10-fixture-integrity	0
all-runs	2026-09-19T03:04:46Z	4c19790	20-receipt-freshness	0
all-runs	2026-09-19T03:04:46Z	4c19790	30-no-secrets	0
all-runs	2026-09-19T03:04:47Z	4c19790	40-omp-compact-replay	0
all-runs	2026-09-19T03:04:47Z	4c19790	50-house-gates	0
all-runs	2026-09-19T03:04:50Z	4c19790	60-staged-deletion-lane	0
all-runs	2026-09-19T03:04:50Z	4c19790	70-tests-registry-sync	0
all-runs	2026-09-19T03:05:05Z	4c19790	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:05:05Z	4c19790	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:05:05Z	4c19790	95-numerals-ratchet	0
all-runs	2026-09-19T03:05:05Z	4c19790	96-verdict-status-agreement	0
all-runs	2026-09-19T03:05:05Z	4c19790	97-readme-counts	0
all-runs	2026-09-19T03:22:12Z	762cfd1	10-fixture-integrity	0
all-runs	2026-09-19T03:22:12Z	762cfd1	20-receipt-freshness	0
all-runs	2026-09-19T03:22:12Z	762cfd1	30-no-secrets	0
all-runs	2026-09-19T03:22:13Z	762cfd1	40-omp-compact-replay	0
all-runs	2026-09-19T03:22:13Z	762cfd1	50-house-gates	0
all-runs	2026-09-19T03:22:17Z	762cfd1	60-staged-deletion-lane	0
all-runs	2026-09-19T03:22:17Z	762cfd1	70-tests-registry-sync	0
all-runs	2026-09-19T03:22:32Z	762cfd1	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:22:32Z	762cfd1	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:22:33Z	762cfd1	95-numerals-ratchet	0
all-runs	2026-09-19T03:22:33Z	762cfd1	96-verdict-status-agreement	0
all-runs	2026-09-19T03:22:33Z	762cfd1	97-readme-counts	0
all-runs	2026-09-19T03:41:38Z	88fd55b	10-fixture-integrity	0
all-runs	2026-09-19T03:41:38Z	88fd55b	20-receipt-freshness	0
all-runs	2026-09-19T03:41:38Z	88fd55b	30-no-secrets	0
all-runs	2026-09-19T03:41:39Z	88fd55b	40-omp-compact-replay	0
all-runs	2026-09-19T03:41:40Z	88fd55b	50-house-gates	0
all-runs	2026-09-19T03:41:42Z	88fd55b	60-staged-deletion-lane	0
all-runs	2026-09-19T03:41:43Z	88fd55b	70-tests-registry-sync	0
all-runs	2026-09-19T03:41:58Z	88fd55b	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:41:58Z	88fd55b	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:41:58Z	88fd55b	95-numerals-ratchet	0
all-runs	2026-09-19T03:41:58Z	88fd55b	96-verdict-status-agreement	0
all-runs	2026-09-19T03:41:58Z	88fd55b	97-readme-counts	0
all-runs	2026-09-19T03:47:58Z	aac5d5a	10-fixture-integrity	0
all-runs	2026-09-19T03:47:58Z	aac5d5a	20-receipt-freshness	0
all-runs	2026-09-19T03:47:58Z	aac5d5a	30-no-secrets	0
all-runs	2026-09-19T03:47:59Z	aac5d5a	40-omp-compact-replay	0
all-runs	2026-09-19T03:48:00Z	aac5d5a	50-house-gates	0
all-runs	2026-09-19T03:48:03Z	aac5d5a	60-staged-deletion-lane	0
all-runs	2026-09-19T03:48:03Z	aac5d5a	70-tests-registry-sync	0
all-runs	2026-09-19T03:48:18Z	aac5d5a	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:48:18Z	aac5d5a	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:48:18Z	aac5d5a	95-numerals-ratchet	0
all-runs	2026-09-19T03:48:18Z	aac5d5a	96-verdict-status-agreement	0
all-runs	2026-09-19T03:48:18Z	aac5d5a	97-readme-counts	0
all-runs	2026-09-19T03:50:11Z	871a55c	10-fixture-integrity	0
all-runs	2026-09-19T03:50:11Z	871a55c	20-receipt-freshness	0
all-runs	2026-09-19T03:50:11Z	871a55c	30-no-secrets	0
all-runs	2026-09-19T03:50:12Z	871a55c	40-omp-compact-replay	0
all-runs	2026-09-19T03:50:13Z	871a55c	50-house-gates	0
all-runs	2026-09-19T03:50:16Z	871a55c	60-staged-deletion-lane	0
all-runs	2026-09-19T03:50:16Z	871a55c	70-tests-registry-sync	0
all-runs	2026-09-19T03:50:34Z	871a55c	10-fixture-integrity	0
all-runs	2026-09-19T03:50:34Z	871a55c	20-receipt-freshness	0
all-runs	2026-09-19T03:50:35Z	871a55c	30-no-secrets	0
all-runs	2026-09-19T03:50:35Z	871a55c	40-omp-compact-replay	0
all-runs	2026-09-19T03:50:36Z	871a55c	50-house-gates	0
all-runs	2026-09-19T03:50:38Z	871a55c	60-staged-deletion-lane	0
all-runs	2026-09-19T03:50:38Z	871a55c	70-tests-registry-sync	0
all-runs	2026-09-19T03:50:54Z	871a55c	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:50:54Z	871a55c	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:50:54Z	871a55c	95-numerals-ratchet	0
all-runs	2026-09-19T03:50:54Z	871a55c	96-verdict-status-agreement	0
all-runs	2026-09-19T03:50:54Z	871a55c	97-readme-counts	0
all-runs	2026-09-19T03:53:15Z	df19add	10-fixture-integrity	0
all-runs	2026-09-19T03:53:15Z	df19add	20-receipt-freshness	0
all-runs	2026-09-19T03:53:16Z	df19add	30-no-secrets	0
all-runs	2026-09-19T03:53:16Z	df19add	40-omp-compact-replay	0
all-runs	2026-09-19T03:53:17Z	df19add	50-house-gates	0
all-runs	2026-09-19T03:53:19Z	df19add	60-staged-deletion-lane	0
all-runs	2026-09-19T03:53:19Z	df19add	70-tests-registry-sync	0
all-runs	2026-09-19T03:53:34Z	df19add	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:53:35Z	df19add	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:53:35Z	df19add	95-numerals-ratchet	0
all-runs	2026-09-19T03:53:35Z	df19add	96-verdict-status-agreement	0
all-runs	2026-09-19T03:53:35Z	df19add	97-readme-counts	0
all-runs	2026-09-19T03:56:09Z	f43d590	10-fixture-integrity	0
all-runs	2026-09-19T03:56:09Z	f43d590	20-receipt-freshness	0
all-runs	2026-09-19T03:56:09Z	f43d590	30-no-secrets	0
all-runs	2026-09-19T03:56:10Z	f43d590	40-omp-compact-replay	0
all-runs	2026-09-19T03:56:11Z	f43d590	50-house-gates	0
all-runs	2026-09-19T03:56:13Z	f43d590	60-staged-deletion-lane	0
all-runs	2026-09-19T03:56:13Z	f43d590	70-tests-registry-sync	0
all-runs	2026-09-19T03:56:29Z	f43d590	80-lane-instrument-selftests	0
all-runs	2026-09-19T03:56:29Z	f43d590	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T03:56:29Z	f43d590	95-numerals-ratchet	0
all-runs	2026-09-19T03:56:29Z	f43d590	96-verdict-status-agreement	0
all-runs	2026-09-19T03:56:29Z	f43d590	97-readme-counts	0
all-runs	2026-09-19T04:01:06Z	61fb964	10-fixture-integrity	0
all-runs	2026-09-19T04:01:06Z	61fb964	20-receipt-freshness	0
all-runs	2026-09-19T04:01:06Z	61fb964	30-no-secrets	0
all-runs	2026-09-19T04:01:07Z	61fb964	40-omp-compact-replay	0
all-runs	2026-09-19T04:01:07Z	61fb964	50-house-gates	1
all-runs	2026-09-19T04:01:10Z	61fb964	60-staged-deletion-lane	0
all-runs	2026-09-19T04:01:10Z	61fb964	70-tests-registry-sync	0
all-runs	2026-09-19T04:01:26Z	61fb964	80-lane-instrument-selftests	0
all-runs	2026-09-19T04:01:27Z	61fb964	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T04:01:27Z	61fb964	95-numerals-ratchet	0
all-runs	2026-09-19T04:01:27Z	61fb964	96-verdict-status-agreement	0
all-runs	2026-09-19T04:01:27Z	61fb964	97-readme-counts	0
all-runs	2026-09-19T04:01:36Z	11525a1	10-fixture-integrity	0
all-runs	2026-09-19T04:01:36Z	11525a1	20-receipt-freshness	0
all-runs	2026-09-19T04:01:36Z	11525a1	30-no-secrets	0
all-runs	2026-09-19T04:01:37Z	11525a1	40-omp-compact-replay	0
all-runs	2026-09-19T04:01:38Z	11525a1	50-house-gates	1
all-runs	2026-09-19T04:01:40Z	11525a1	60-staged-deletion-lane	0
all-runs	2026-09-19T04:01:41Z	11525a1	70-tests-registry-sync	0
all-runs	2026-09-19T04:01:56Z	11525a1	80-lane-instrument-selftests	0
all-runs	2026-09-19T04:01:56Z	11525a1	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T04:01:56Z	11525a1	95-numerals-ratchet	0
all-runs	2026-09-19T04:01:57Z	11525a1	96-verdict-status-agreement	0
all-runs	2026-09-19T04:01:57Z	11525a1	97-readme-counts	0
all-runs	2026-09-19T04:02:36Z	11525a1	10-fixture-integrity	0
all-runs	2026-09-19T04:02:36Z	11525a1	20-receipt-freshness	0
all-runs	2026-09-19T04:02:36Z	11525a1	30-no-secrets	0
all-runs	2026-09-19T04:02:37Z	11525a1	40-omp-compact-replay	0
all-runs	2026-09-19T04:02:37Z	11525a1	50-house-gates	0
all-runs	2026-09-19T04:02:40Z	11525a1	60-staged-deletion-lane	0
all-runs	2026-09-19T04:02:40Z	11525a1	70-tests-registry-sync	0
all-runs	2026-09-19T04:02:55Z	11525a1	80-lane-instrument-selftests	0
all-runs	2026-09-19T04:02:55Z	11525a1	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T04:02:56Z	11525a1	95-numerals-ratchet	0
all-runs	2026-09-19T04:02:56Z	11525a1	96-verdict-status-agreement	0
all-runs	2026-09-19T04:02:56Z	11525a1	97-readme-counts	0
all-runs	2026-09-19T04:40:58Z	05a639d	10-fixture-integrity	0
all-runs	2026-09-19T04:40:58Z	05a639d	20-receipt-freshness	0
all-runs	2026-09-19T04:40:58Z	05a639d	30-no-secrets	0
all-runs	2026-09-19T04:40:59Z	05a639d	40-omp-compact-replay	0
all-runs	2026-09-19T04:40:59Z	05a639d	50-house-gates	0
all-runs	2026-09-19T04:41:03Z	05a639d	60-staged-deletion-lane	0
all-runs	2026-09-19T04:41:03Z	05a639d	70-tests-registry-sync	0
all-runs	2026-09-19T04:41:18Z	05a639d	80-lane-instrument-selftests	0
all-runs	2026-09-19T04:41:18Z	05a639d	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T04:41:18Z	05a639d	95-numerals-ratchet	0
all-runs	2026-09-19T04:41:18Z	05a639d	96-verdict-status-agreement	0
all-runs	2026-09-19T04:41:18Z	05a639d	97-readme-counts	0
all-runs	2026-09-19T05:01:13Z	103d9ae	10-fixture-integrity	0
all-runs	2026-09-19T05:01:13Z	103d9ae	20-receipt-freshness	0
all-runs	2026-09-19T05:01:13Z	103d9ae	30-no-secrets	0
all-runs	2026-09-19T05:01:14Z	103d9ae	40-omp-compact-replay	0
all-runs	2026-09-19T05:01:14Z	103d9ae	50-house-gates	0
all-runs	2026-09-19T05:01:17Z	103d9ae	60-staged-deletion-lane	0
all-runs	2026-09-19T05:01:17Z	103d9ae	70-tests-registry-sync	0
all-runs	2026-09-19T05:01:32Z	103d9ae	80-lane-instrument-selftests	0
all-runs	2026-09-19T05:01:32Z	103d9ae	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T05:01:33Z	103d9ae	95-numerals-ratchet	0
all-runs	2026-09-19T05:01:33Z	103d9ae	96-verdict-status-agreement	0
all-runs	2026-09-19T05:01:33Z	103d9ae	97-readme-counts	0
all-runs	2026-09-19T05:21:23Z	c447ccc	10-fixture-integrity	0
all-runs	2026-09-19T05:21:23Z	c447ccc	20-receipt-freshness	0
all-runs	2026-09-19T05:21:23Z	c447ccc	30-no-secrets	0
all-runs	2026-09-19T05:21:24Z	c447ccc	40-omp-compact-replay	0
all-runs	2026-09-19T05:21:25Z	c447ccc	50-house-gates	0
all-runs	2026-09-19T05:21:28Z	c447ccc	60-staged-deletion-lane	0
all-runs	2026-09-19T05:21:28Z	c447ccc	70-tests-registry-sync	0
all-runs	2026-09-19T05:21:45Z	c447ccc	80-lane-instrument-selftests	0
all-runs	2026-09-19T05:21:45Z	c447ccc	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T05:21:45Z	c447ccc	95-numerals-ratchet	0
all-runs	2026-09-19T05:21:45Z	c447ccc	96-verdict-status-agreement	0
all-runs	2026-09-19T05:21:45Z	c447ccc	97-readme-counts	0
all-runs	2026-09-19T05:41:10Z	db37dac	10-fixture-integrity	0
all-runs	2026-09-19T05:41:10Z	db37dac	20-receipt-freshness	0
all-runs	2026-09-19T05:41:10Z	db37dac	30-no-secrets	0
all-runs	2026-09-19T05:41:11Z	db37dac	40-omp-compact-replay	0
all-runs	2026-09-19T05:41:12Z	db37dac	50-house-gates	0
all-runs	2026-09-19T05:41:16Z	db37dac	60-staged-deletion-lane	0
all-runs	2026-09-19T05:41:16Z	db37dac	70-tests-registry-sync	0
all-runs	2026-09-19T05:41:32Z	db37dac	80-lane-instrument-selftests	0
all-runs	2026-09-19T05:41:32Z	db37dac	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T05:41:32Z	db37dac	95-numerals-ratchet	0
all-runs	2026-09-19T05:41:32Z	db37dac	96-verdict-status-agreement	0
all-runs	2026-09-19T05:41:32Z	db37dac	97-readme-counts	0
all-runs	2026-09-19T06:01:17Z	721f594	10-fixture-integrity	0
all-runs	2026-09-19T06:01:17Z	721f594	20-receipt-freshness	0
all-runs	2026-09-19T06:01:17Z	721f594	30-no-secrets	0
all-runs	2026-09-19T06:01:18Z	721f594	40-omp-compact-replay	0
all-runs	2026-09-19T06:01:18Z	721f594	50-house-gates	0
all-runs	2026-09-19T06:01:21Z	721f594	60-staged-deletion-lane	0
all-runs	2026-09-19T06:01:21Z	721f594	70-tests-registry-sync	0
all-runs	2026-09-19T06:01:37Z	721f594	80-lane-instrument-selftests	0
all-runs	2026-09-19T06:01:37Z	721f594	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T06:01:37Z	721f594	95-numerals-ratchet	0
all-runs	2026-09-19T06:01:37Z	721f594	96-verdict-status-agreement	0
all-runs	2026-09-19T06:01:37Z	721f594	97-readme-counts	0
all-runs	2026-09-19T06:21:06Z	ce33df4	10-fixture-integrity	0
all-runs	2026-09-19T06:21:06Z	ce33df4	20-receipt-freshness	0
all-runs	2026-09-19T06:21:06Z	ce33df4	30-no-secrets	0
all-runs	2026-09-19T06:21:07Z	ce33df4	40-omp-compact-replay	0
all-runs	2026-09-19T06:21:07Z	ce33df4	50-house-gates	0
all-runs	2026-09-19T06:21:10Z	ce33df4	60-staged-deletion-lane	0
all-runs	2026-09-19T06:21:11Z	ce33df4	70-tests-registry-sync	0
all-runs	2026-09-19T06:21:26Z	ce33df4	80-lane-instrument-selftests	0
all-runs	2026-09-19T06:21:26Z	ce33df4	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T06:21:27Z	ce33df4	95-numerals-ratchet	0
all-runs	2026-09-19T06:21:27Z	ce33df4	96-verdict-status-agreement	0
all-runs	2026-09-19T06:21:27Z	ce33df4	97-readme-counts	0
all-runs	2026-09-19T06:41:06Z	29151e7	10-fixture-integrity	0
all-runs	2026-09-19T06:41:06Z	29151e7	20-receipt-freshness	0
all-runs	2026-09-19T06:41:06Z	29151e7	30-no-secrets	0
all-runs	2026-09-19T06:41:07Z	29151e7	40-omp-compact-replay	0
all-runs	2026-09-19T06:41:08Z	29151e7	50-house-gates	0
all-runs	2026-09-19T06:41:10Z	29151e7	60-staged-deletion-lane	0
all-runs	2026-09-19T06:41:11Z	29151e7	70-tests-registry-sync	0
all-runs	2026-09-19T06:41:27Z	29151e7	80-lane-instrument-selftests	0
all-runs	2026-09-19T06:41:27Z	29151e7	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T06:41:27Z	29151e7	95-numerals-ratchet	0
all-runs	2026-09-19T06:41:27Z	29151e7	96-verdict-status-agreement	0
all-runs	2026-09-19T06:41:27Z	29151e7	97-readme-counts	0
all-runs	2026-09-19T07:01:23Z	d8c38df	10-fixture-integrity	0
all-runs	2026-09-19T07:01:23Z	d8c38df	20-receipt-freshness	0
all-runs	2026-09-19T07:01:23Z	d8c38df	30-no-secrets	0
all-runs	2026-09-19T07:01:24Z	d8c38df	40-omp-compact-replay	0
all-runs	2026-09-19T07:01:25Z	d8c38df	50-house-gates	0
all-runs	2026-09-19T07:01:27Z	d8c38df	60-staged-deletion-lane	0
all-runs	2026-09-19T07:01:27Z	d8c38df	70-tests-registry-sync	0
all-runs	2026-09-19T07:01:43Z	d8c38df	80-lane-instrument-selftests	0
all-runs	2026-09-19T07:01:43Z	d8c38df	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T07:01:43Z	d8c38df	95-numerals-ratchet	0
all-runs	2026-09-19T07:01:43Z	d8c38df	96-verdict-status-agreement	0
all-runs	2026-09-19T07:01:43Z	d8c38df	97-readme-counts	0
all-runs	2026-09-19T07:20:37Z	b234b2d	10-fixture-integrity	0
all-runs	2026-09-19T07:20:37Z	b234b2d	20-receipt-freshness	0
all-runs	2026-09-19T07:20:37Z	b234b2d	30-no-secrets	0
all-runs	2026-09-19T07:20:38Z	b234b2d	40-omp-compact-replay	0
all-runs	2026-09-19T07:20:39Z	b234b2d	50-house-gates	0
all-runs	2026-09-19T07:20:41Z	b234b2d	60-staged-deletion-lane	0
all-runs	2026-09-19T07:20:42Z	b234b2d	70-tests-registry-sync	0
all-runs	2026-09-19T07:20:57Z	b234b2d	80-lane-instrument-selftests	0
all-runs	2026-09-19T07:20:57Z	b234b2d	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T07:20:58Z	b234b2d	95-numerals-ratchet	0
all-runs	2026-09-19T07:20:58Z	b234b2d	96-verdict-status-agreement	0
all-runs	2026-09-19T07:20:58Z	b234b2d	97-readme-counts	0
all-runs	2026-09-19T07:41:00Z	221a466	10-fixture-integrity	0
all-runs	2026-09-19T07:41:00Z	221a466	20-receipt-freshness	0
all-runs	2026-09-19T07:41:00Z	221a466	30-no-secrets	0
all-runs	2026-09-19T07:41:01Z	221a466	40-omp-compact-replay	0
all-runs	2026-09-19T07:41:01Z	221a466	50-house-gates	0
all-runs	2026-09-19T07:41:04Z	221a466	60-staged-deletion-lane	0
all-runs	2026-09-19T07:41:04Z	221a466	70-tests-registry-sync	0
all-runs	2026-09-19T07:41:20Z	221a466	80-lane-instrument-selftests	0
all-runs	2026-09-19T07:41:20Z	221a466	90-sidecar-verifier-wrapper	0
all-runs	2026-09-19T07:41:20Z	221a466	95-numerals-ratchet	0
all-runs	2026-09-19T07:41:20Z	221a466	96-verdict-status-agreement	0
all-runs	2026-09-19T07:41:20Z	221a466	97-readme-counts	0
all-runs	2026-09-19T07:42:19Z	221a466	10-fixture-integrity	0
all-runs	2026-09-19T07:42:19Z	221a466	20-receipt-freshness	0
all-runs	2026-09-19T07:42:19Z	221a466	30-no-secrets	0
